"ee.Taxon","N","Definition"
"human",1,"salivary gland disease"
"human",1,"salivary gland adenoid cystic carcinoma"
"human",1,"salivary gland cancer"
"human",1,"childhood leukemia"
"human",1,"neurofibroma"
"human",1,"cardia cancer"
"human",1,"gastric cardia adenocarcinoma"
"human",1,"papillary follicular thyroid adenocarcinoma"
"human",1,"autoimmune thyroiditis"
"human",1,"lymphoblastic lymphoma"
"human",1,"T-cell childhood lymphoblastic lymphoma"
"mouse",1,"triple-receptor negative breast cancer"
"mouse",1,"central nervous system lymphoma"
"mouse",1,"central nervous system hematologic cancer"
"human",1,"ampulla of Vater cancer"
"human",1,"duodenum cancer"
"human",1,"small intestine cancer"
"human",1,"duodenum adenocarcinoma"
"human",1,"extrahepatic bile duct adenocarcinoma"
"human",1,"ampulla of Vater adenocarcinoma"
"human",1,"duodenum disease"
"human",1,"extrahepatic bile duct carcinoma"
"human",1,"ampulla of Vater carcinoma"
"human",1,"Merkel cell carcinoma"
"human",1,"hemangiopericytoma"
"human",1,"meninges hemangiopericytoma"
"rat",1,"benign neoplasm"
"rat",1,"cell type benign neoplasm"
"rat",1,"adenoma"
"mouse",1,"embryonal rhabdomyosarcoma"
"mouse",1,"pleomorphic rhabdomyosarcoma"
"mouse",1,"small intestine adenocarcinoma"
"mouse",1,"diffuse large B-cell lymphoma"
"human",1,"morpheaform basal cell carcinoma"
"human",1,"superficial basal cell carcinoma"
"human",1,"ischemic bone disease"
"human",1,"osteonecrosis"
"human",1,"breast malignant phyllodes tumor"
"human",1,"breast papillary carcinoma"
"human",1,"bladder urothelial papillary carcinoma"
"human",1,"gastroesophageal cancer"
"human",1,"gastroesophageal adenocarcinoma"
"human",1,"gastroesophageal junction adenocarcinoma"
"mouse",1,"mantle cell lymphoma"
"human",1,"brain meningioma"
"mouse",1,"kidney cancer"
"human",1,"breast myoepithelial neoplasm"
"human",1,"central nervous system primitive neuroectodermal neoplasm"
"human",1,"neuroectodermal tumor"
"human",1,"ependymoblastoma"
"human",1,"pediatric cerebral ependymoblastoma"
"mouse",1,"pancreatic endocrine carcinoma"
"mouse",1,"islet cell tumor"
"mouse",1,"synovium cancer"
"mouse",1,"clear cell sarcoma"
"mouse",1,"synovial sarcoma"
"mouse",1,"localized osteosarcoma"
"mouse",1,"colon adenocarcinoma"
"mouse",1,"alveolar soft part sarcoma"
"mouse",1,"neuroendocrine tumor"
"mouse",1,"prostate neuroendocrine neoplasm"
"mouse",1,"mature T-cell and NK-cell lymphoma"
"mouse",1,"peripheral T-cell lymphoma"
"mouse",1,"colorectal adenocarcinoma"
"mouse",1,"colorectal carcinoma"
"mouse",1,"extramedullary plasmacytoma"
"mouse",1,"plasmacytoma"
"human",1,"breast benign neoplasm"
"human",1,"thoracic benign neoplasm"
"human",1,"benign breast phyllodes tumor"
"mouse",1,"brain glioma"
"mouse",1,"brain glioblastoma multiforme"
"rat",1,"pineal gland cancer"
"mouse",1,"esophageal cancer"
"mouse",1,"esophageal disease"
"mouse",1,"Kaposi's sarcoma"
"human",1,"differentiating neuroblastoma"
"mouse",1,"Ewing sarcoma"
"mouse",1,"transitional cell carcinoma"
"human",1,"NUT midline carcinoma"
"human",1,"teratocarcinoma"
"mouse",1,"integumentary system benign neoplasm"
"mouse",1,"skin benign neoplasm"
"human",1,"integumentary system benign neoplasm"
"human",1,"skin benign neoplasm"
"rat",1,"malignant mesothelioma"
"rat",1,"malignant biphasic mesothelioma"
"rat",1,"sarcomatoid mesothelioma"
"rat",1,"malignant epithelial mesothelioma"
"mouse",1,"mucinous adenocarcinoma"
"rat",1,"cardiomyopathy"
"rat",1,"intrinsic cardiomyopathy"
"rat",1,"dilated cardiomyopathy"
"mouse",1,"electroclinical syndrome"
"mouse",1,"variable age at onset electroclinical syndrome"
"mouse",1,"progressive myoclonus epilepsy"
"rat",1,"alcohol dependence"
"mouse",1,"alcohol dependence"
"mouse",1,"substance dependence"
"rat",1,"primary progressive multiple sclerosis"
"rat",1,"relapsing-remitting multiple sclerosis"
"human",1,"intermediate coronary syndrome"
"mouse",1,"aortic aneurysm"
"mouse",1,"aortic disease"
"mouse",1,"abdominal aortic aneurysm"
"rat",1,"pre-eclampsia"
"human",1,"aortic atherosclerosis"
"rat",1,"pulmonary hypertension"
"human",1,"severe pre-eclampsia"
"human",1,"HELLP syndrome"
"mouse",1,"peritonitis"
"mouse",1,"generalized dystonia"
"mouse",1,"sleep apnea"
"human",1,"sleep apnea"
"human",1,"obstructive sleep apnea"
"human",1,"glomerulosclerosis"
"human",1,"nephritis"
"human",1,"focal segmental glomerulosclerosis"
"human",1,"membranoproliferative glomerulonephritis"
"human",1,"glomerulonephritis"
"human",1,"IgA glomerulonephritis"
"mouse",1,"limb ischemia"
"human",1,"renal fibrosis"
"mouse",1,"renal fibrosis"
"human",1,"multiple system atrophy"
"rat",1,"autoimmune disease of peripheral nervous system"
"rat",1,"optic nerve disease"
"rat",1,"spinal cord disease"
"rat",1,"cranial nerve disease"
"rat",1,"neuromyelitis optica"
"mouse",1,"autoimmune disease of gastrointestinal tract"
"mouse",1,"autoimmune hepatitis"
"human",1,"localized scleroderma"
"mouse",1,"autoimmune disease of musculoskeletal system"
"mouse",1,"rheumatic disease"
"mouse",1,"scleroderma"
"mouse",1,"eating disorder"
"mouse",1,"anorexia nervosa"
"mouse",1,"communication disorder"
"mouse",1,"speech disorder"
"human",1,"obsessive-compulsive personality disorder"
"human",1,"obsessive-compulsive disorder"
"human",1,"personality disorder"
"human",1,"eating disorder"
"human",1,"Gilles de la Tourette syndrome"
"human",1,"tic disorder"
"rat",1,"autistic disorder"
"human",1,"autoimmune disease of blood"
"human",1,"autoimmune thrombocytopenic purpura"
"human",1,"primary thrombocytopenia"
"mouse",1,"dermatitis"
"mouse",1,"contact dermatitis"
"mouse",1,"atopic dermatitis"
"rat",1,"myasthenia gravis"
"human",1,"gastrointestinal allergy"
"human",1,"fruit allergy"
"human",1,"latex allergy"
"human",1,"food allergy"
"human",1,"allergic contact dermatitis"
"human",1,"spondyloarthropathy"
"human",1,"arthropathy"
"mouse",1,"Sjogren's syndrome"
"human",1,"pollen allergy"
"mouse",1,"alopecia areata"
"human",1,"acoustic neuroma"
"human",1,"functioning pituitary adenoma"
"human",1,"growth hormone secreting pituitary adenoma"
"human",1,"functionless pituitary adenoma"
"mouse",1,"central nervous system benign neoplasm"
"mouse",1,"benign glioma"
"mouse",1,"nervous system benign neoplasm"
"mouse",1,"spinal cord disease"
"mouse",1,"benign ependymoma"
"human",1,"pain disorder"
"human",1,"somatoform disorder"
"human",1,"generalized epilepsy with febrile seizures plus"
"human",1,"idiopathic generalized epilepsy"
"human",1,"pontocerebellar hypoplasia"
"human",1,"paroxysmal nocturnal hemoglobinuria"
"human",1,"hemoglobinuria"
"human",1,"chromosomal deletion syndrome"
"human",1,"Williams-Beuren syndrome"
"mouse",1,"Potocki-Lupski syndrome"
"mouse",1,"DiGeorge syndrome"
"mouse",1,"chromosome 22q11.2 microduplication syndrome"
"mouse",1,"Kabuki syndrome"
"human",1,"bone deterioration disease"
"human",1,"bone structure disease"
"human",1,"degenerative disc disease"
"mouse",1,"hyperekplexia"
"mouse",1,"obstructive nephropathy"
"mouse",1,"Emery-Dreifuss muscular dystrophy"
"mouse",1,"myositis"
"mouse",1,"nemaline myopathy"
"mouse",1,"congenital structural myopathy"
"human",1,"oculopharyngeal muscular dystrophy"
"human",1,"muscular atrophy"
"mouse",1,"oculopharyngeal muscular dystrophy"
"rat",1,"muscular disease"
"rat",1,"myopathy"
"rat",1,"muscle tissue disease"
"rat",1,"muscular atrophy"
"rat",1,"osteoarthritis"
"human",1,"toxic encephalopathy"
"human",1,"Edwards syndrome"
"human",1,"Klinefelter's syndrome"
"human",1,"Prader-Willi syndrome"
"mouse",1,"cryptorchidism"
"rat",1,"physical disorder"
"rat",1,"cryptorchidism"
"human",1,"spina bifida"
"mouse",1,"lupus nephritis"
"mouse",1,"nephritis"
"mouse",1,"glomerulonephritis"
"human",1,"neurodegeneration with brain iron accumulation"
"human",1,"amyotrophic lateral sclerosis-parkinsonism/dementia complex 1"
"mouse",1,"Hirschsprung's disease"
"mouse",1,"megacolon"
"mouse",1,"Charcot-Marie-Tooth disease"
"mouse",1,"neuromuscular disease"
"human",1,"Pick's disease"
"human",1,"end stage renal failure"
"mouse",1,"kidney failure"
"mouse",1,"chronic kidney disease"
"human",1,"thrombotic thrombocytopenic purpura"
"human",1,"thrombophilia"
"mouse",1,"hydronephrosis"
"human",1,"parathyroid gland disease"
"human",1,"primary hyperparathyroidism"
"human",1,"secondary hyperparathyroidism of renal origin"
"human",1,"secondary hyperparathyroidism"
"human",1,"hyperparathyroidism"
"rat",1,"chronic pulmonary heart disease"
"rat",1,"primary pulmonary hypertension"
"rat",1,"congestive heart failure"
"rat",1,"Cor pulmonale"
"mouse",1,"congenital heart disease"
"human",1,"endometriosis of pelvic peritoneum"
"human",1,"cicatricial pemphigoid"
"human",1,"bullous skin disease"
"human",1,"Creutzfeldt-Jakob disease"
"human",1,"eosinophilic esophagitis"
"human",1,"alcoholic hepatitis"
"human",1,"Diamond-Blackfan anemia"
"human",1,"protein C deficiency"
"human",1,"thrombocytopenia due to platelet alloimmunization"
"human",1,"thrombocytopenia"
"human",1,"blood platelet disease"
"human",1,"von Willebrand's disease"
"mouse",1,"blood coagulation disease"
"mouse",1,"inherited blood coagulation disease"
"mouse",1,"factor V deficiency"
"human",1,"Behcet's disease"
"human",1,"vasculitis"
"human",1,"brain ischemia"
"rat",1,"middle cerebral artery infarction"
"human",1,"campylobacteriosis"
"human",1,"constipation"
"human",1,"bowel dysfunction"
"rat",1,"hepatic encephalopathy"
"human",1,"cholestasis"
"human",1,"biliary atresia"
"mouse",1,"cholestasis"
"mouse",1,"bile duct disease"
"mouse",1,"biliary tract disease"
"rat",1,"bladder neck obstruction"
"rat",1,"urinary system disease"
"rat",1,"bladder disease"
"human",1,"interstitial cystitis"
"human",1,"cystitis"
"human",1,"bipolar I disorder"
"mouse",1,"ureteral disease"
"mouse",1,"ureteral obstruction"
"human",1,"critical illness polyneuropathy"
"human",1,"inflammatory and toxic neuropathy"
"mouse",1,"gonadal dysgenesis"
"mouse",1,"hypogonadism"
"mouse",1,"Turner syndrome"
"human",1,"gonadal dysgenesis"
"human",1,"hypogonadism"
"human",1,"Turner syndrome"
"mouse",1,"hyperthyroidism"
"human",1,"endogenous depression"
"human",1,"postpartum depression"
"mouse",1,"endogenous depression"
"mouse",1,"postpartum depression"
"rat",1,"psychotic disorder"
"rat",1,"schizophrenia"
"human",1,"narcolepsy"
"human",1,"substance dependence"
"human",1,"drug dependence"
"human",1,"cocaine dependence"
"mouse",1,"narcolepsy"
"human",1,"cocaine abuse"
"rat",1,"opiate dependence"
"rat",1,"drug dependence"
"rat",1,"heroin dependence"
"rat",1,"mental depression"
"rat",1,"mood disorder"
"human",1,"acne"
"human",1,"sebaceous gland disease"
"mouse",1,"psoriasis"
"human",1,"hair disease"
"human",1,"hypotrichosis"
"human",1,"alopecia"
"human",1,"pustulosis of palm and sole"
"mouse",1,"cystitis"
"human",1,"duodenal ulcer"
"human",1,"peptic ulcer disease"
"mouse",1,"migraine"
"mouse",1,"hepatitis"
"rat",1,"hepatitis"
"human",1,"Langerhans-cell histiocytosis"
"human",1,"histiocytosis"
"mouse",1,"pancreatitis"
"human",1,"adrenal gland hyperfunction"
"human",1,"primary hyperaldosteronism"
"human",1,"adenosine deaminase deficiency"
"human",1,"lymphedema"
"human",1,"dystonia"
"human",1,"bacterial meningitis"
"human",1,"meningitis"
"mouse",1,"encephalitis"
"mouse",1,"Gerstmann-Straussler-Scheinker syndrome"
"rat",1,"perinatal necrotizing enterocolitis"
"mouse",1,"atrophic gastritis"
"human",1,"stomatitis"
"human",1,"aphthous stomatitis"
"mouse",1,"duodenogastric reflux"
"mouse",1,"gastroesophageal reflux disease"
"mouse",1,"diabetic neuropathy"
"human",1,"diabetic neuropathy"
"rat",1,"diabetic neuropathy"
