"ee.Taxon","Definition.x","Definition.y","N"
"human","ribonucleoside","thoracic cancer",1
"human","cytidines","organ system cancer",1
"human","cytidines","thoracic disease",1
"human","cytidines","disease of cellular proliferation",1
"human","cytidines","breast cancer",1
"human","cytidines","cancer",1
"human","cytidines","breast disease",1
"human","cytidines","disease",1
"human","cytidines","thoracic cancer",1
"human","cytidines","disease of anatomical entity",1
"human","pyrimidine nucleoside","thoracic disease",1
"human","pyrimidine nucleoside","breast cancer",1
"human","pyrimidine nucleoside","breast disease",1
"human","pyrimidine nucleoside","thoracic cancer",1
"human","capecitabine","organ system cancer",1
"human","capecitabine","thoracic disease",1
"human","capecitabine","disease of cellular proliferation",1
"human","capecitabine","breast cancer",1
"human","capecitabine","cancer",1
"human","capecitabine","breast disease",1
"human","capecitabine","disease",1
"human","capecitabine","thoracic cancer",1
"human","capecitabine","disease of anatomical entity",1
"human","pyrimidine ribonucleosides","thoracic disease",1
"human","pyrimidine ribonucleosides","breast cancer",1
"human","pyrimidine ribonucleosides","breast disease",1
"human","pyrimidine ribonucleosides","thoracic cancer",1
"human","pyrimidines","thoracic disease",1
"human","pyrimidines","breast cancer",1
"human","pyrimidines","breast disease",1
"human","pyrimidines","thoracic cancer",1
"human","dihydroxytetrahydrofuran","thoracic disease",1
"human","dihydroxytetrahydrofuran","breast cancer",1
"human","dihydroxytetrahydrofuran","breast disease",1
"human","dihydroxytetrahydrofuran","thoracic cancer",1
"human","molecular entity","NUT midline carcinoma",1
"human","chemical entity","NUT midline carcinoma",1
"human","molecule","NUT midline carcinoma",1
"human","main group molecular entity","NUT midline carcinoma",1
"human","carbon group molecular entity","NUT midline carcinoma",1
"human","cyclic compound","NUT midline carcinoma",1
"human","homocyclic compound","NUT midline carcinoma",1
"human","carbocyclic compound","NUT midline carcinoma",1
"human","p-block molecular entity","NUT midline carcinoma",1
"human","organic cyclic compound","NUT midline carcinoma",1
"human","polyatomic entity","NUT midline carcinoma",1
"human","trichostatin","NUT midline carcinoma",1
"human","carbocyclic antibiotic","NUT midline carcinoma",1
"human","organic molecular entity","NUT midline carcinoma",1
"human","organic molecule","NUT midline carcinoma",1
"mouse","salt","inflammatory bowel disease",1
"mouse","salt","colitis",1
"mouse","salt","intestinal disease",1
"mouse","salt","gastrointestinal system disease",1
"mouse","sodium molecular entity","inflammatory bowel disease",1
"mouse","sodium molecular entity","colitis",1
"mouse","sodium molecular entity","intestinal disease",1
"mouse","sodium molecular entity","disease of anatomical entity",1
"mouse","sodium molecular entity","gastrointestinal system disease",1
"mouse","sodium salt","inflammatory bowel disease",1
"mouse","sodium salt","colitis",1
"mouse","sodium salt","intestinal disease",1
"mouse","sodium salt","disease of anatomical entity",1
"mouse","sodium salt","gastrointestinal system disease",1
"mouse","alkali metal molecular entity","inflammatory bowel disease",1
"mouse","alkali metal molecular entity","colitis",1
"mouse","alkali metal molecular entity","intestinal disease",1
"mouse","alkali metal molecular entity","disease of anatomical entity",1
"mouse","alkali metal molecular entity","gastrointestinal system disease",1
"mouse","s-block molecular entity","inflammatory bowel disease",1
"mouse","s-block molecular entity","colitis",1
"mouse","alkali metal salt","inflammatory bowel disease",1
"mouse","alkali metal salt","colitis",1
"mouse","alkali metal salt","intestinal disease",1
"mouse","alkali metal salt","disease of anatomical entity",1
"mouse","alkali metal salt","gastrointestinal system disease",1
"human","diazole","lymphocytic leukemia",1
"human","diazole","chronic lymphocytic leukemia",1
"human","diazole","leukemia",1
"human","diazole","hematologic cancer",1
"human","diazole","hematopoietic system disease",1
"human","imidazoles","organ system cancer",1
"human","imidazoles","lymphocytic leukemia",1
"human","imidazoles","chronic lymphocytic leukemia",1
"human","imidazoles","leukemia",1
"human","imidazoles","hematologic cancer",1
"human","imidazoles","hematopoietic system disease",1
"human","piperazines","lymphocytic leukemia",1
"human","piperazines","chronic lymphocytic leukemia",1
"human","monocyclic heteroarene","lymphocytic leukemia",1
"human","monocyclic heteroarene","chronic lymphocytic leukemia",1
"human","monocyclic heteroarene","leukemia",1
"human","monocyclic heteroarene","hematologic cancer",1
"human","monocyclic heteroarene","hematopoietic system disease",1
"human","Nutlin","organ system cancer",1
"human","Nutlin","lymphocytic leukemia",1
"human","Nutlin","chronic lymphocytic leukemia",1
"human","Nutlin","leukemia",1
"human","Nutlin","hematologic cancer",1
"human","Nutlin","disease of anatomical entity",1
"human","Nutlin","hematopoietic system disease",1
"human","Nutlin-3","organ system cancer",1
"human","Nutlin-3","lymphocytic leukemia",1
"human","Nutlin-3","chronic lymphocytic leukemia",1
"human","Nutlin-3","leukemia",1
"human","Nutlin-3","hematologic cancer",1
"human","Nutlin-3","disease of anatomical entity",1
"human","Nutlin-3","hematopoietic system disease",1
"human","N-acylpiperazine","organ system cancer",1
"human","N-acylpiperazine","lymphocytic leukemia",1
"human","N-acylpiperazine","chronic lymphocytic leukemia",1
"human","N-acylpiperazine","leukemia",1
"human","N-acylpiperazine","hematologic cancer",1
"human","N-acylpiperazine","disease of anatomical entity",1
"human","N-acylpiperazine","hematopoietic system disease",1
"human","piperazinone","organ system cancer",1
"human","piperazinone","lymphocytic leukemia",1
"human","piperazinone","chronic lymphocytic leukemia",1
"human","piperazinone","leukemia",1
"human","piperazinone","hematologic cancer",1
"human","piperazinone","disease of anatomical entity",1
"human","piperazinone","hematopoietic system disease",1
"human","N-carbonylpiperazine","organ system cancer",1
"human","N-carbonylpiperazine","lymphocytic leukemia",1
"human","N-carbonylpiperazine","chronic lymphocytic leukemia",1
"human","N-carbonylpiperazine","leukemia",1
"human","N-carbonylpiperazine","hematologic cancer",1
"human","N-carbonylpiperazine","disease of anatomical entity",1
"human","N-carbonylpiperazine","hematopoietic system disease",1
"human","N-carbamoylpiperazine","organ system cancer",1
"human","N-carbamoylpiperazine","lymphocytic leukemia",1
"human","N-carbamoylpiperazine","chronic lymphocytic leukemia",1
"human","N-carbamoylpiperazine","leukemia",1
"human","N-carbamoylpiperazine","hematologic cancer",1
"human","N-carbamoylpiperazine","disease of anatomical entity",1
"human","N-carbamoylpiperazine","hematopoietic system disease",1
"human","ureas","lymphocytic leukemia",1
"human","ureas","chronic lymphocytic leukemia",1
"human","azole","lymphocytic leukemia",1
"human","azole","chronic lymphocytic leukemia",1
"human","azole","leukemia",1
"human","azole","hematologic cancer",1
"human","azole","hematopoietic system disease",1
"mouse","N-acylglucosamine","sensory system disease",1
"mouse","N-acylglucosamine","cardiovascular system disease",1
"mouse","N-acylglucosamine","eye and adnexa disease",1
"mouse","N-acylglucosamine","vascular disease",1
"mouse","N-acylglucosamine","retinal vascular disease",1
"mouse","N-acylglucosamine","eye disease",1
"mouse","N-acylglucosamine","retinal disease",1
"mouse","N-acylglucosamine","disease of anatomical entity",1
"mouse","N-acylglucosamine","nervous system disease",1
"mouse","N-acylglucosamine","diabetic retinopathy",1
"mouse","N-acyl-hexosamine","sensory system disease",1
"mouse","N-acyl-hexosamine","cardiovascular system disease",1
"mouse","N-acyl-hexosamine","eye and adnexa disease",1
"mouse","N-acyl-hexosamine","vascular disease",1
"mouse","N-acyl-hexosamine","retinal vascular disease",1
"mouse","N-acyl-hexosamine","eye disease",1
"mouse","N-acyl-hexosamine","retinal disease",1
"mouse","N-acyl-hexosamine","disease of anatomical entity",1
"mouse","N-acyl-hexosamine","nervous system disease",1
"mouse","N-acyl-hexosamine","diabetic retinopathy",1
"mouse","molecular entity","retinal vascular disease",1
"mouse","molecular entity","diabetic retinopathy",1
"mouse","glucosamines","sensory system disease",1
"mouse","glucosamines","cardiovascular system disease",1
"mouse","glucosamines","eye and adnexa disease",1
"mouse","glucosamines","vascular disease",1
"mouse","glucosamines","retinal vascular disease",1
"mouse","glucosamines","eye disease",1
"mouse","glucosamines","retinal disease",1
"mouse","glucosamines","disease of anatomical entity",1
"mouse","glucosamines","nervous system disease",1
"mouse","glucosamines","diabetic retinopathy",1
"mouse","chemical entity","retinal vascular disease",1
"mouse","chemical entity","diabetic retinopathy",1
"mouse","hexosamine","sensory system disease",1
"mouse","hexosamine","cardiovascular system disease",1
"mouse","hexosamine","eye and adnexa disease",1
"mouse","hexosamine","vascular disease",1
"mouse","hexosamine","retinal vascular disease",1
"mouse","hexosamine","eye disease",1
"mouse","hexosamine","retinal disease",1
"mouse","hexosamine","disease of anatomical entity",1
"mouse","hexosamine","nervous system disease",1
"mouse","hexosamine","diabetic retinopathy",1
"mouse","oxygen molecular entity","retinal vascular disease",1
"mouse","oxygen molecular entity","diabetic retinopathy",1
"mouse","amino sugar","sensory system disease",1
"mouse","amino sugar","cardiovascular system disease",1
"mouse","amino sugar","eye and adnexa disease",1
"mouse","amino sugar","vascular disease",1
"mouse","amino sugar","retinal vascular disease",1
"mouse","amino sugar","eye disease",1
"mouse","amino sugar","retinal disease",1
"mouse","amino sugar","disease of anatomical entity",1
"mouse","amino sugar","nervous system disease",1
"mouse","amino sugar","diabetic retinopathy",1
"mouse","amide","retinal vascular disease",1
"mouse","amide","diabetic retinopathy",1
"mouse","primary amide","retinal vascular disease",1
"mouse","primary amide","diabetic retinopathy",1
"mouse","heteroorganic entity","retinal vascular disease",1
"mouse","heteroorganic entity","diabetic retinopathy",1
"mouse","pnictogen molecular entity","retinal vascular disease",1
"mouse","pnictogen molecular entity","diabetic retinopathy",1
"mouse","chalcogen molecular entity","retinal vascular disease",1
"mouse","chalcogen molecular entity","diabetic retinopathy",1
"mouse","main group molecular entity","retinal vascular disease",1
"mouse","main group molecular entity","diabetic retinopathy",1
"mouse","carbon group molecular entity","retinal vascular disease",1
"mouse","carbon group molecular entity","diabetic retinopathy",1
"mouse","p-block molecular entity","retinal vascular disease",1
"mouse","p-block molecular entity","diabetic retinopathy",1
"mouse","nitroso compound","sensory system disease",1
"mouse","nitroso compound","cardiovascular system disease",1
"mouse","nitroso compound","eye and adnexa disease",1
"mouse","nitroso compound","vascular disease",1
"mouse","nitroso compound","retinal vascular disease",1
"mouse","nitroso compound","eye disease",1
"mouse","nitroso compound","retinal disease",1
"mouse","nitroso compound","nervous system disease",1
"mouse","nitroso compound","diabetic retinopathy",1
"mouse","organochalcogen compound","retinal vascular disease",1
"mouse","organochalcogen compound","diabetic retinopathy",1
"mouse","organooxygen compound","retinal vascular disease",1
"mouse","organooxygen compound","diabetic retinopathy",1
"mouse","ureas","sensory system disease",1
"mouse","ureas","cardiovascular system disease",1
"mouse","ureas","eye and adnexa disease",1
"mouse","ureas","vascular disease",1
"mouse","ureas","retinal vascular disease",1
"mouse","ureas","eye disease",1
"mouse","ureas","retinal disease",1
"mouse","ureas","diabetic retinopathy",1
"mouse","organic molecular entity","retinal vascular disease",1
"mouse","organic molecular entity","diabetic retinopathy",1
"mouse","nitrogen molecular entity","retinal vascular disease",1
"mouse","nitrogen molecular entity","diabetic retinopathy",1
"mouse","amino monosaccharide","sensory system disease",1
"mouse","amino monosaccharide","cardiovascular system disease",1
"mouse","amino monosaccharide","eye and adnexa disease",1
"mouse","amino monosaccharide","vascular disease",1
"mouse","amino monosaccharide","retinal vascular disease",1
"mouse","amino monosaccharide","eye disease",1
"mouse","amino monosaccharide","retinal disease",1
"mouse","amino monosaccharide","disease of anatomical entity",1
"mouse","amino monosaccharide","nervous system disease",1
"mouse","amino monosaccharide","diabetic retinopathy",1
"mouse","carbohydrate derivative","retinal vascular disease",1
"mouse","carbohydrate derivative","retinal disease",1
"mouse","carbohydrate derivative","diabetic retinopathy",1
"mouse","N-nitrosoureas","sensory system disease",1
"mouse","N-nitrosoureas","cardiovascular system disease",1
"mouse","N-nitrosoureas","eye and adnexa disease",1
"mouse","N-nitrosoureas","vascular disease",1
"mouse","N-nitrosoureas","retinal vascular disease",1
"mouse","N-nitrosoureas","eye disease",1
"mouse","N-nitrosoureas","retinal disease",1
"mouse","N-nitrosoureas","disease of anatomical entity",1
"mouse","N-nitrosoureas","nervous system disease",1
"mouse","N-nitrosoureas","diabetic retinopathy",1
"mouse","carbohydrates and carbohydrate derivatives","retinal vascular disease",1
"mouse","carbohydrates and carbohydrate derivatives","retinal disease",1
"mouse","carbohydrates and carbohydrate derivatives","diabetic retinopathy",1
"mouse","streptozocin","sensory system disease",1
"mouse","streptozocin","cardiovascular system disease",1
"mouse","streptozocin","eye and adnexa disease",1
"mouse","streptozocin","vascular disease",1
"mouse","streptozocin","retinal vascular disease",1
"mouse","streptozocin","eye disease",1
"mouse","streptozocin","retinal disease",1
"mouse","streptozocin","disease of anatomical entity",1
"mouse","streptozocin","nervous system disease",1
"mouse","streptozocin","diabetic retinopathy",1
"human","insulin","prediabetes syndrome",1
"human","polypeptide","prediabetes syndrome",1
"human","peptide","prediabetes syndrome",1
"human","molecular entity","prediabetes syndrome",1
"human","cyclic peptide","prediabetes syndrome",1
"human","chemical entity","prediabetes syndrome",1
"human","heterodetic cyclic peptide","prediabetes syndrome",1
"human","oxygen molecular entity","prediabetes syndrome",1
"human","peptide hormone","prediabetes syndrome",1
"human","amide","prediabetes syndrome",1
"human","primary amide","prediabetes syndrome",1
"human","heteroorganic entity","prediabetes syndrome",1
"human","pnictogen molecular entity","prediabetes syndrome",1
"human","chalcogen molecular entity","prediabetes syndrome",1
"human","main group molecular entity","prediabetes syndrome",1
"human","carbon group molecular entity","prediabetes syndrome",1
"human","p-block molecular entity","prediabetes syndrome",1
"human","macromolecule","prediabetes syndrome",1
"human","organonitrogen compound","prediabetes syndrome",1
"human","polyatomic entity","prediabetes syndrome",1
"human","organochalcogen compound","prediabetes syndrome",1
"human","organooxygen compound","prediabetes syndrome",1
"human","carboxamide","prediabetes syndrome",1
"human","organic amino compound","prediabetes syndrome",1
"human","organic molecular entity","prediabetes syndrome",1
"human","nitrogen molecular entity","prediabetes syndrome",1
"human","insulin (human)","prediabetes syndrome",1
"human","2'-deoxyribonucleoside","myelodysplastic syndrome",1
"human","2'-deoxyribonucleoside","bone marrow cancer",1
"human","2'-deoxyribonucleoside","bone marrow disease",1
"human","deoxyribonucleoside","myelodysplastic syndrome",1
"human","deoxyribonucleoside","bone marrow cancer",1
"human","deoxyribonucleoside","bone marrow disease",1
"human","oxolanes","myelodysplastic syndrome",1
"human","oxolanes","bone marrow cancer",1
"human","oxolanes","bone marrow disease",1
"human","nucleoside","myelodysplastic syndrome",1
"human","nucleoside","bone marrow cancer",1
"human","nucleoside","bone marrow disease",1
"human","oxacycle","myelodysplastic syndrome",1
"human","tetrahydrofuranol","myelodysplastic syndrome",1
"human","tetrahydrofuranol","bone marrow cancer",1
"human","tetrahydrofuranol","bone marrow disease",1
"human","monohydroxytetrahydrofuran","myelodysplastic syndrome",1
"human","monohydroxytetrahydrofuran","bone marrow cancer",1
"human","monohydroxytetrahydrofuran","bone marrow disease",1
"human","5-aza-2'-deoxycytidine","myelodysplastic syndrome",1
"human","5-aza-2'-deoxycytidine","bone marrow cancer",1
"human","5-aza-2'-deoxycytidine","bone marrow disease",1
"human","nucleobase-containing molecular entity","myelodysplastic syndrome",1
"human","nucleobase-containing molecular entity","bone marrow cancer",1
"human","nucleobase-containing molecular entity","bone marrow disease",1
"human","nucleoside analogue","lymphocytic leukemia",1
"human","nucleoside analogue","chronic lymphocytic leukemia",1
"mouse","molecular entity","ulcerative colitis",1
"mouse","chemical entity","ulcerative colitis",1
"mouse","organic sulfate","ulcerative colitis",1
"mouse","oxygen molecular entity","ulcerative colitis",1
"mouse","sulfuric ester","ulcerative colitis",1
"mouse","sulfates","ulcerative colitis",1
"mouse","sulfur molecular entity","ulcerative colitis",1
"mouse","oxoacid derivative","ulcerative colitis",1
"mouse","heteroorganic entity","ulcerative colitis",1
"mouse","chalcogen molecular entity","ulcerative colitis",1
"mouse","sulfur oxoacid derivative","ulcerative colitis",1
"mouse","main group molecular entity","ulcerative colitis",1
"mouse","carbon group molecular entity","ulcerative colitis",1
"mouse","p-block molecular entity","ulcerative colitis",1
"mouse","biomacromolecule","ulcerative colitis",1
"mouse","macromolecule","ulcerative colitis",1
"mouse","dextran sulfate","ulcerative colitis",1
"mouse","ester","ulcerative colitis",1
"mouse","carbohydrate sulfate","ulcerative colitis",1
"mouse","polyatomic entity","ulcerative colitis",1
"mouse","organochalcogen compound","ulcerative colitis",1
"mouse","organooxygen compound","ulcerative colitis",1
"mouse","heteroatomic molecular entity","ulcerative colitis",1
"mouse","sulfuric acid derivative","ulcerative colitis",1
"mouse","polysaccharide sulfate","ulcerative colitis",1
"mouse","organic molecular entity","ulcerative colitis",1
"mouse","carbohydrate derivative","ulcerative colitis",1
"mouse","polysaccharide derivative","ulcerative colitis",1
"mouse","carbohydrates and carbohydrate derivatives","ulcerative colitis",1
"human","anion","renal fibrosis",1
"human","anion","urinary system disease",1
"human","anion","kidney disease",1
"human","molecular entity","renal fibrosis",1
"human","chemical entity","renal fibrosis",1
"human","ion","renal fibrosis",1
"human","ion","urinary system disease",1
"human","ion","kidney disease",1
"human","organic anion","renal fibrosis",1
"human","organic anion","urinary system disease",1
"human","organic anion","kidney disease",1
"human","organic ion","renal fibrosis",1
"human","organic ion","urinary system disease",1
"human","organic ion","kidney disease",1
"human","oxide","renal fibrosis",1
"human","oxide","urinary system disease",1
"human","oxide","kidney disease",1
"human","oxygen molecular entity","renal fibrosis",1
"human","carboxylic acid anion","renal fibrosis",1
"human","carboxylic acid anion","urinary system disease",1
"human","carboxylic acid anion","kidney disease",1
"human","polyatomic anion","renal fibrosis",1
"human","polyatomic anion","urinary system disease",1
"human","polyatomic anion","kidney disease",1
"human","chalcogen molecular entity","renal fibrosis",1
"human","main group molecular entity","renal fibrosis",1
"human","carbon group molecular entity","renal fibrosis",1
"human","p-block molecular entity","renal fibrosis",1
"human","oxoanion","renal fibrosis",1
"human","oxoanion","urinary system disease",1
"human","oxoanion","kidney disease",1
"human","addition compound","renal fibrosis",1
"human","addition compound","urinary system disease",1
"human","addition compound","kidney disease",1
"human","hydrate","renal fibrosis",1
"human","hydrate","urinary system disease",1
"human","hydrate","kidney disease",1
"human","monocarboxylic acid anion","renal fibrosis",1
"human","monocarboxylic acid anion","urinary system disease",1
"human","monocarboxylic acid anion","kidney disease",1
"human","polyatomic entity","renal fibrosis",1
"human","polyatomic ion","renal fibrosis",1
"human","polyatomic ion","urinary system disease",1
"human","polyatomic ion","kidney disease",1
"human","heteroatomic molecular entity","renal fibrosis",1
"human","organic molecular entity","renal fibrosis",1
"human","tacrolimus hydrate","renal fibrosis",1
"human","tacrolimus hydrate","urinary system disease",1
"human","tacrolimus hydrate","disease",1
"human","tacrolimus hydrate","kidney disease",1
"human","tacrolimus hydrate","disease of anatomical entity",1
"human","mycophenolate","renal fibrosis",1
"human","mycophenolate","urinary system disease",1
"human","mycophenolate","disease",1
"human","mycophenolate","kidney disease",1
"human","mycophenolate","disease of anatomical entity",1
"human","2'-deoxyribonucleoside","urinary system disease",1
"human","2'-deoxyribonucleoside","kidney cancer",1
"human","2'-deoxyribonucleoside","urinary system cancer",1
"human","2'-deoxyribonucleoside","renal cell carcinoma",1
"human","2'-deoxyribonucleoside","renal carcinoma",1
"human","2'-deoxyribonucleoside","kidney disease",1
"human","N-glycosyl compound","kidney cancer",1
"human","N-glycosyl compound","renal cell carcinoma",1
"human","N-glycosyl compound","renal carcinoma",1
"human","N-glycosyl compound","kidney disease",1
"human","molecular entity","kidney cancer",1
"human","molecular entity","renal cell carcinoma",1
"human","molecular entity","renal carcinoma",1
"human","deoxyribonucleoside","urinary system disease",1
"human","deoxyribonucleoside","kidney cancer",1
"human","deoxyribonucleoside","urinary system cancer",1
"human","deoxyribonucleoside","renal cell carcinoma",1
"human","deoxyribonucleoside","renal carcinoma",1
"human","deoxyribonucleoside","kidney disease",1
"human","chemical entity","kidney cancer",1
"human","chemical entity","renal cell carcinoma",1
"human","chemical entity","renal carcinoma",1
"human","organic heterocyclic compound","kidney cancer",1
"human","organic heterocyclic compound","renal cell carcinoma",1
"human","organic heterocyclic compound","renal carcinoma",1
"human","molecule","kidney cancer",1
"human","molecule","renal cell carcinoma",1
"human","molecule","renal carcinoma",1
"human","organic heteromonocyclic compound","kidney cancer",1
"human","organic heteromonocyclic compound","renal cell carcinoma",1
"human","organic heteromonocyclic compound","renal carcinoma",1
"human","organic heteromonocyclic compound","kidney disease",1
"human","oxygen molecular entity","kidney cancer",1
"human","oxygen molecular entity","renal cell carcinoma",1
"human","oxygen molecular entity","renal carcinoma",1
"human","oxolanes","urinary system disease",1
"human","oxolanes","kidney cancer",1
"human","oxolanes","urinary system cancer",1
"human","oxolanes","renal cell carcinoma",1
"human","oxolanes","renal carcinoma",1
"human","oxolanes","kidney disease",1
"human","heteroorganic entity","kidney cancer",1
"human","heteroorganic entity","renal cell carcinoma",1
"human","heteroorganic entity","renal carcinoma",1
"human","pnictogen molecular entity","kidney cancer",1
"human","pnictogen molecular entity","renal cell carcinoma",1
"human","pnictogen molecular entity","renal carcinoma",1
"human","chalcogen molecular entity","kidney cancer",1
"human","chalcogen molecular entity","renal cell carcinoma",1
"human","chalcogen molecular entity","renal carcinoma",1
"human","main group molecular entity","kidney cancer",1
"human","main group molecular entity","renal cell carcinoma",1
"human","main group molecular entity","renal carcinoma",1
"human","carbon group molecular entity","kidney cancer",1
"human","carbon group molecular entity","renal cell carcinoma",1
"human","carbon group molecular entity","renal carcinoma",1
"human","cyclic compound","kidney cancer",1
"human","cyclic compound","renal cell carcinoma",1
"human","cyclic compound","renal carcinoma",1
"human","aromatic compound","kidney cancer",1
"human","aromatic compound","renal cell carcinoma",1
"human","aromatic compound","renal carcinoma",1
"human","organic aromatic compound","kidney cancer",1
"human","organic aromatic compound","renal cell carcinoma",1
"human","organic aromatic compound","renal carcinoma",1
"human","monocyclic compound","kidney cancer",1
"human","monocyclic compound","renal cell carcinoma",1
"human","monocyclic compound","renal carcinoma",1
"human","monocyclic compound","kidney disease",1
"human","heteromonocyclic compound","kidney cancer",1
"human","heteromonocyclic compound","renal cell carcinoma",1
"human","heteromonocyclic compound","renal carcinoma",1
"human","heteromonocyclic compound","kidney disease",1
"human","p-block molecular entity","kidney cancer",1
"human","p-block molecular entity","renal cell carcinoma",1
"human","p-block molecular entity","renal carcinoma",1
"human","organic cyclic compound","kidney cancer",1
"human","organic cyclic compound","renal cell carcinoma",1
"human","organic cyclic compound","renal carcinoma",1
"human","heteroarene","kidney cancer",1
"human","heteroarene","renal cell carcinoma",1
"human","heteroarene","renal carcinoma",1
"human","nucleoside","urinary system disease",1
"human","nucleoside","kidney cancer",1
"human","nucleoside","urinary system cancer",1
"human","nucleoside","renal cell carcinoma",1
"human","nucleoside","renal carcinoma",1
"human","nucleoside","kidney disease",1
"human","organonitrogen compound","kidney cancer",1
"human","organonitrogen compound","renal cell carcinoma",1
"human","organonitrogen compound","renal carcinoma",1
"human","polyatomic entity","kidney cancer",1
"human","polyatomic entity","renal cell carcinoma",1
"human","polyatomic entity","renal carcinoma",1
"human","organochalcogen compound","kidney cancer",1
"human","organochalcogen compound","renal cell carcinoma",1
"human","organochalcogen compound","renal carcinoma",1
"human","organooxygen compound","kidney cancer",1
"human","organooxygen compound","renal cell carcinoma",1
"human","organooxygen compound","renal carcinoma",1
"human","oxacycle","urinary system disease",1
"human","oxacycle","kidney cancer",1
"human","oxacycle","urinary system cancer",1
"human","oxacycle","renal cell carcinoma",1
"human","oxacycle","renal carcinoma",1
"human","oxacycle","kidney disease",1
"human","tetrahydrofuranol","urinary system disease",1
"human","tetrahydrofuranol","kidney cancer",1
"human","tetrahydrofuranol","urinary system cancer",1
"human","tetrahydrofuranol","renal cell carcinoma",1
"human","tetrahydrofuranol","renal carcinoma",1
"human","tetrahydrofuranol","kidney disease",1
"human","monohydroxytetrahydrofuran","urinary system disease",1
"human","monohydroxytetrahydrofuran","kidney cancer",1
"human","monohydroxytetrahydrofuran","urinary system cancer",1
"human","monohydroxytetrahydrofuran","renal cell carcinoma",1
"human","monohydroxytetrahydrofuran","renal carcinoma",1
"human","monohydroxytetrahydrofuran","kidney disease",1
"human","5-aza-2'-deoxycytidine","urinary system disease",1
"human","5-aza-2'-deoxycytidine","kidney cancer",1
"human","5-aza-2'-deoxycytidine","urinary system cancer",1
"human","5-aza-2'-deoxycytidine","renal cell carcinoma",1
"human","5-aza-2'-deoxycytidine","renal carcinoma",1
"human","5-aza-2'-deoxycytidine","kidney disease",1
"human","organic molecular entity","kidney cancer",1
"human","organic molecular entity","renal cell carcinoma",1
"human","organic molecular entity","renal carcinoma",1
"human","nitrogen molecular entity","kidney cancer",1
"human","nitrogen molecular entity","renal cell carcinoma",1
"human","nitrogen molecular entity","renal carcinoma",1
"human","heterocyclic compound","kidney cancer",1
"human","heterocyclic compound","renal cell carcinoma",1
"human","heterocyclic compound","renal carcinoma",1
"human","nucleobase-containing molecular entity","urinary system disease",1
"human","nucleobase-containing molecular entity","kidney cancer",1
"human","nucleobase-containing molecular entity","urinary system cancer",1
"human","nucleobase-containing molecular entity","renal cell carcinoma",1
"human","nucleobase-containing molecular entity","renal carcinoma",1
"human","nucleobase-containing molecular entity","kidney disease",1
"human","glycosyl compound","kidney cancer",1
"human","glycosyl compound","renal cell carcinoma",1
"human","glycosyl compound","renal carcinoma",1
"human","glycosyl compound","kidney disease",1
"human","carbohydrate derivative","kidney cancer",1
"human","carbohydrate derivative","renal cell carcinoma",1
"human","carbohydrate derivative","renal carcinoma",1
"human","carbohydrate derivative","kidney disease",1
"human","organic molecule","kidney cancer",1
"human","organic molecule","renal cell carcinoma",1
"human","organic molecule","renal carcinoma",1
"human","carbohydrates and carbohydrate derivatives","kidney cancer",1
"human","carbohydrates and carbohydrate derivatives","renal cell carcinoma",1
"human","carbohydrates and carbohydrate derivatives","renal carcinoma",1
"human","carbohydrates and carbohydrate derivatives","kidney disease",1
"mouse","perfluoroalkanesulfonic acid","organ system cancer",1
"mouse","perfluoroalkanesulfonic acid","cell type cancer",1
"mouse","perfluoroalkanesulfonic acid","hepatobiliary system cancer",1
"mouse","perfluoroalkanesulfonic acid","disease of cellular proliferation",1
"mouse","perfluoroalkanesulfonic acid","cancer",1
"mouse","perfluoroalkanesulfonic acid","endocrine gland cancer",1
"mouse","perfluoroalkanesulfonic acid","endocrine system disease",1
"mouse","perfluoroalkanesulfonic acid","carcinoma",1
"mouse","perfluoroalkanesulfonic acid","hepatobiliary disease",1
"mouse","perfluoroalkanesulfonic acid","gastrointestinal system cancer",1
"mouse","perfluoroalkanesulfonic acid","liver cancer",1
"mouse","perfluoroalkanesulfonic acid","disease",1
"mouse","perfluoroalkanesulfonic acid","liver disease",1
"mouse","perfluoroalkanesulfonic acid","liver carcinoma",1
"mouse","perfluoroalkanesulfonic acid","disease of anatomical entity",1
"mouse","perfluoroalkanesulfonic acid","gastrointestinal system disease",1
"mouse","perfluorinated compound","organ system cancer",1
"mouse","perfluorinated compound","cell type cancer",1
"mouse","perfluorinated compound","hepatobiliary system cancer",1
"mouse","perfluorinated compound","disease of cellular proliferation",1
"mouse","perfluorinated compound","cancer",1
"mouse","perfluorinated compound","endocrine gland cancer",1
"mouse","perfluorinated compound","endocrine system disease",1
"mouse","perfluorinated compound","carcinoma",1
"mouse","perfluorinated compound","hepatobiliary disease",1
"mouse","perfluorinated compound","gastrointestinal system cancer",1
"mouse","perfluorinated compound","liver cancer",1
"mouse","perfluorinated compound","disease",1
"mouse","perfluorinated compound","liver disease",1
"mouse","perfluorinated compound","liver carcinoma",1
"mouse","perfluorinated compound","disease of anatomical entity",1
"mouse","perfluorinated compound","gastrointestinal system disease",1
"mouse","fluorine molecular entity","hepatobiliary system cancer",1
"mouse","fluorine molecular entity","hepatobiliary disease",1
"mouse","fluorine molecular entity","gastrointestinal system cancer",1
"mouse","fluorine molecular entity","liver cancer",1
"mouse","fluorine molecular entity","liver disease",1
"mouse","fluorine molecular entity","liver carcinoma",1
